a quant 3aincns	# ahány, amennyi; hány? mennyi?
a quart 3	# negyedik
a quot 3	# hányad?, hányadik?
a rapid 3	# magával ragadó, rohanó; perzselő
a rect 3	# egyenes, helyes, igazságos, biztos
a Roman 3	# római
a rustic 3	# mezei, falusi, paraszti
a sanct 3	# szent, szentelt
a sapient 1 sapiens	#  bölcs
a san 3	# ép, egészséges
a senil 2	# öreges, öregkori
a simil 2	# hasonló (amihez: dat. v. gen.)
a sext 3	# hatodik
a simplic 1 simplex	#  egyszerű; nyílt, becsületes
a singular 2	# egyes, egyedülálló
a solid 3	# szilárd, tömör, egész, teljes
a sol 3	# egyedüli, magányos
a superb 3	# gőgös, büszke, dölyfös; zsarnoki
a super 3si	# felső; égi
a su 3ncns	# övé, övék; sajátja, sajátjuk
a tacit 3	# hallgatag, néma, csendes, nesztelen, halk; titkos
a tal 2	# ilyen, olyan
a timid 3	# félénk, gyáva
a tot 3	# egész, teljes
a tu 3ncns	# tiéd, a te -d
a ultim 3	# utolsó, legutolsó, legszélső, végső
a un 3	# egy; egységes
a vacu 3cisi	# üres, légüres, kietlen; mentes, szabad vmitől (abl.)
a valid 3	# erős, egészséges, hatalmas
a ver 3	# igaz, igazi, való, valódi
a veter 1nicisi vetus	#  régi, öreg, ó, ősi, hajdani; klasszikus, elavult
a vicin 3	# szomszéd, szomszédos, közeli
a violent 1 violens	#  heves, erőszakos; rohanó
a viv 3	# élő, eleven, életteli
a vulgar 2	# közönséges, mindennapi
adv nunquam	# sohasem
adv numquam	# sohasem
cet nihil	# semmi
cet nil	# semmi
i a	# ah! ó!
praep a	# (+abl.) -tól, -től; -ból, -ből; felől
praep ab	# (+abl.) -tól, -től; -ból, -ből; felől
c ac	# és; mint, mintha
praep ad 	# (+acc.) -hoz, -hez, -höz; -ra, -re; -nál, -nél; -ig, felé
praep adversum	# (+acc.) szemben, ellen(ében), felé;
adv adversum	# szemben
praep adversus	# (+acc.) szemben, ellen(ében), felé;
cet ait	# mond, igent mond, (így) szól
adv alibi	# máshol, másutt
pron alius alia aliud	# más
c an	# vajon, vagy
praep ante	# (+acc.) előtt; adv. azelőtt, előbb, elöl
praep apud	# (+acc.) -nál, -nél; közelében, mellett
c at	# de, ámde, ellenben, pedig
c atque	# és
c aut	# vagy, akár
c autem	# pedig
i ave	# légy üdvöz!
adv bene	# jól, kedvezően; jócskán
num bis	# kétszer
adv causa	# (előtte: gen.) okából, miatt, érdekében, kedvéért, végett
num centum	# száz
adv ceterum	# egyébként, különben
praep circa	# (+acc.) körül
adv circa	# körös-körül
praep circum	# (+acc.) körül
adv cito	# gyorsan, sebesen
praep contra 	# (+acc.) ellen, szemben; adv. szemközt, ellenben, viszont, ezzel szemben
c cum	# mikor, amikor, midőn, amidőn; miután, minthogy; bár, ámbár
praep cum	# (+abl.) -val, -vel; -stul; -stül
adv cur	# miért
praep de	# (+abl.) -ról, -ről; -ból, -ből
num decem	# tíz
adv domum	# haza, hazafelé
adv donec	# míg, mígnem
adv dum	# míg, miközben, mialatt; csakhogy
num duo duae duo	# kettő, két
praep e	# (+abl.) -ból, -ből; -tól, -től; közül; elől; alapján, szerint
i ecce	# íme, lám
pron ego	# én
c enim	# ugyanis, mert, mindenesetre
c et	# és, is; vagyis, tudniillik, hiszen
c etiam	# is, még is, ugyancsak; úgyszintén
praep ex	# (+abl.) -ból, -ből; -tól, -től; közül, elől; alapján, szerint
praep extra	# (+acc.) vmin kívül;
adv extra	# kinn, kívül
pron hic haec hoc	# ez
adv hic	# itt
adv hinc	# innen, ettől, ezután; ezért
adv hodie	# ma
adv huc	# ide
adv iam	# már, máris, immár, csakhamar
adv ibi	# ott, akkor
pron idem eadem idem	# ugyanaz, ugyanő
c igitur	# tehát
pron ille illa illud	# ő, az
adv immo	# sőt; illetve, helyesebben
praep in	# (+ abl.) -ban, -ben; -on, -en, -ön
praep in 	# (+ acc.) -ba, -be; -ra, -re; -ig, felé, ellen
adv inde	# innen, ettől, ezután, ezentúl, ennélfogva
praep infra	# (+acc.) alatt; adv. odalent
cet inquam	# mondom, úgymond
cet inquit	# mondom, úgymond
praep inter	# (+ acc.) között, közé
praep intra	# (+acc.) vmin belül, közé
pron ipse ipsa ipsum	# (ő) maga; úr, úrnő
pron is ea id	# ő, az
pron iste ista istud	# az, az ott
adv ita	# úgy, így
adv magis	# inkább, mindinkább, jobban
num mille	# (plur. milia) ezer
adv minus	# kevésbé
adv modo	# imént, csak; majd
adv mox	# majd
c nam	# mert, ugyanis
i ne	# ne, nehogy, hogy ne
i nec	# sem, és nem, nem is
c nisi	# hanem, hacsaknem, csak, csakis
adv non	# nem
pron nos	# mi, minket
num novem	# kilenc
i num	# vajon, csaknem
adv nunc	# most, jóelőre
i o	# ó!
praep ob	# (+acc.) -ért, miatt
adv olim	# egykor; régen, majdan, majd egyszer
praep per	# (+acc.) át, által, keresztül; útján, -nként, szerte
adv plus	# inkább, jobban
praep post	# (+acc.) után, mögött
adv post	# azután, utána, később
adv postea	# azután, később
praep praeter	# (+acc.) mellett, előtt, vmin kívül, kivételével
adv primo	# először, eleinte
praep pro	# (+abl.) -ért, érdekében, helyett; képest, mérten, gyanánt
praep propter	# (+acc.) -ért, miatt
adv qua	# amerre; merre?
cet quaeso	# kérlek
adv quam	# mint, mennyire, mily..., a lehető...
adv quando	# amikor, valamikor, mivel; mikor?
adv quantum	# amekkora, amennyire
c quasi	# mintegy, szinte, mintha
num quattuor	# négy
pron qui quae quod	# aki, ami, amely; melyik? miféle?
c quia	# mivel, minthogy, mert
pron quid	# mi?, mit? miért?
pron quidam quaedam quoddam	# egy valaki, egy bizonyos
adv quidem	# bizony, bizonyára, ugyan, ugyanis; legalább, éppen
pron quis quid	# ki? mi?
adv quo	# ahová; hová? mire jó? miért?
c quod	# hogy, mivel; amennyiben
adv saepe	# gyakran
cet salve	# légy üdvöz
i satis	# elég, eléggé
i sat	# elég, eléggé
pron se	# magát, magukat
c sed	# de, hanem
adv semper	# mindig
num septem	# hét
num sex	# hat
c si	# ha
adv sic	# így
praep sine	# (+abl.) nélkül
c sive	# akár, akár ha, vagy, vagy ha
i solum	# csak, csupán
praep sub	# (+abl.) alatt; tövében
praep sub	# (+acc.) alá, felé; küszöbén
adv subito	# hirtelen, váratlanul
praep super	# (+abl.) fölött, -ra, -re; miatt
adv super	# felülről
praep super	# (+acc.) fölé, fölött, -nál, -nél
adv super	# azonfelül, ráadásul, tetejébe
praep supra	# (+acc.) fölött, fölé
pron tam	# olyan, annyira
c tamen	# mégis
num ter	# háromszor
pron tot	# annyi, oly sok
praep trans	# (+acc.) át, keresztül, túl
num tres tria	# három
pron tu	# te
pron tum	# akkor, azután
pron tunc	# akkor, azután
pron ubi	# ahol, mihelyt; hol?
pron ubique	# bárhol, mindenütt
praep ultra	# (+acc.) fölött, túl
adv ultra	# azonfelül, azontúl, többé
adv ultro	# azonfelül, ráadásul, még; önként, magától
pron unde	# ahonnan, amitől; honnan? mitől?
c ut	# hogy, amint, miként, mihelyt; mennyire, mióta; minthogy; bár
pron uter utra utrum	# (a)melyik a kettő közül
cet vale	# élj boldogul! isten veled!
c vel	# vagy, akár; például
c velut	# mint (például), mintegy, miként
i vero	# valóban, pedig
adv vix	# alig; nagynehezen, bajosan
pron vos	# ti, titeket
